date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
04/08/22,56.16,122.67,4.66,12.52,17.19,,,0.52,41.62,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/08/22,125.36,263.42,6.38,16.88,26.15,41.17,4.87,0.85,19.73,5.88,32.25,0.82,,1.82,2.46,29.25,31.45,0.75,150.7,,0.0,410.35,,,5344,Teri Gram
04/08/22,216.77,329.98,12.14,27.3,6.05,36.23,3.19,1.93,22.73,,,,,,5.26,32.67,20.66,0.62,,0.0,0.0,99.94,,,5345,Sector-51
05/08/22,132.95,,6.28,9.04,16.55,,8.18,0.56,35.93,2.48,7.15,2.55,,2.11,1.22,,33.95,1.03,141.51,0.0,0.0,241.11,729.11,0.07,146,Vikas Sadan
05/08/22,78.28,255.98,15.47,39.06,54.53,,,0.65,45.36,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/08/22,108.35,227.95,6.31,18.56,26.32,38.68,10.04,0.64,13.84,3.4,10.76,0.07,,0.19,0.17,32.07,43.28,0.91,125.83,,0.0,,,,5344,Teri Gram
05/08/22,93.28,227.72,1.79,19.85,11.84,56.89,15.23,0.68,36.85,,,,,,3.37,33.76,35.96,0.8,,0.0,0.0,175.15,,,5345,Sector-51
06/08/22,158.64,,12.92,11.06,19.59,,11.11,0.89,37.04,3.55,2.81,3.03,,4.81,2.82,,18.19,0.92,236.01,0.0,0.0,194.36,728.46,0.02,146,Vikas Sadan
06/08/22,51.76,355.09,8.82,43.51,52.33,,,0.2,40.56,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/08/22,215.73,443.57,3.83,6.28,8.75,25.74,5.11,0.46,4.79,2.73,11.49,0.23,,0.4,0.59,35.8,22.6,0.97,209.78,,0.0,,,,5344,Teri Gram
06/08/22,95.58,388.1,9.63,23.74,16.75,41.55,1.75,0.39,21.76,,,,,,10.54,40.12,13.01,0.57,,0.0,0.0,176.4,,,5345,Sector-51
07/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
07/08/22,61.83,111.13,7.17,24.32,31.49,,,0.9,56.23,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/08/22,26.09,130.52,6.88,17.12,10.09,44.29,2.88,0.34,9.89,0.79,18.3,2.18,,0.15,2.52,33.21,60.59,1.25,93.19,,0.0,,,,5344,Teri Gram
07/08/22,49.15,99.69,4.23,11.84,8.64,28.25,1.72,0.42,46.19,,,,,,4.61,34.78,57.98,0.68,,0.0,0.0,208.01,,,5345,Sector-51
08/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
08/08/22,34.19,55.5,5.65,20.04,25.69,,,0.63,40.02,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/08/22,34.91,110.85,3.23,18.63,12.64,51.85,,0.42,38.04,3.67,23.26,1.46,,1.32,,29.02,87.23,,,,0.0,,,,5344,Teri Gram
08/08/22,43.83,66.53,3.86,6.51,4.68,34.3,4.37,0.52,17.06,,,,,,6.98,32.19,92.83,0.51,,0.0,0.0,164.13,,,5345,Sector-51
09/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
09/08/22,68.25,131.16,8.66,21.35,30.01,,,0.45,61.27,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/08/22,91.02,194.73,2.03,36.89,18.21,50.81,4.25,0.48,28.65,4.04,27.43,,,1.91,4.46,30.94,69.58,0.7,82.8,,0.0,,,,5344,Teri Gram
09/08/22,85.09,216.07,4.55,6.51,11.04,112.11,3.77,0.69,16.94,,,,,,10.82,32.45,71.24,0.6,,0.0,0.0,133.46,,,5345,Sector-51
10/08/22,10.07,,16.44,19.44,28.23,,6.74,0.68,28.44,0.45,1.46,0.22,,0.87,0.32,,95.73,1.81,100.38,0.46,35.2,50.34,734.63,0.17,146,Vikas Sadan
10/08/22,,,42.21,23.88,29.47,,,1.4,25.22,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/08/22,14.59,35.09,0.87,25.04,13.78,40.45,18.88,0.22,22.41,1.08,38.63,,,1.39,2.28,21.62,99.13,1.72,82.63,,0.0,,,,5344,Teri Gram
10/08/22,11.59,18.39,13.21,4.06,10.39,60.73,3.53,0.3,30.72,,,,,,6.31,22.24,99.57,0.67,,2.05,188.5,30.64,,,5345,Sector-51
11/08/22,109.19,,22.63,15.08,38.05,,26.56,1.15,36.68,2.08,2.85,0.9,,0.98,0.89,,75.89,0.53,185.79,0.0,0.0,83.12,721.08,-0.06,146,Vikas Sadan
11/08/22,195.88,274.36,8.2,29.05,37.25,,,1.05,42.16,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/08/22,178.12,374.63,12.86,23.49,22.58,62.26,4.08,1.22,10.02,10.38,39.22,,,4.54,10.66,21.98,80.38,0.61,178.91,,0.0,,,,5344,Teri Gram
11/08/22,156.25,289.35,38.75,21.31,36.83,81.16,2.88,1.91,32.59,,,,,,38.63,23.8,79.11,0.98,,0.0,0.0,52.75,,,5345,Sector-51
12/08/22,101.41,,26.92,22.25,57.64,,5.95,0.93,7.63,3.72,8.66,1.06,,1.95,1.44,,76.32,0.61,211.79,0.0,0.2,70.9,722.48,-0.06,146,Vikas Sadan
12/08/22,121.37,191.17,5.19,32.91,38.1,,,0.44,40.6,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/08/22,103.27,206.71,41.79,24.1,46.1,77.89,8.62,0.91,4.14,3.07,11.6,,,3.6,2.79,15.44,75.76,0.7,197.01,,0.0,,,,5344,Teri Gram
12/08/22,105.16,194.73,20.39,37.03,32.08,92.48,5.12,1.19,28.53,4.26,11.32,,,,3.12,18.42,62.46,0.99,249.89,0.0,0.0,37.94,,,5345,Sector-51
13/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
13/08/22,21.77,35.27,6.69,16.05,22.74,,,0.54,37.27,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/08/22,22.01,65.8,3.51,28.92,21.32,49.83,2.48,0.37,10.16,2.55,39.91,,,0.64,1.28,29.33,85.04,1.35,104.35,,0.0,,,,5344,Teri Gram
13/08/22,32.67,77.79,5.62,7.99,7.07,50.37,3.8,0.38,15.2,,,,,,3.76,30.04,96.73,0.86,,0.0,0.0,93.46,,,5345,Sector-51
14/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
14/08/22,24.56,43.79,10.17,18.15,28.31,,,0.54,24.77,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/08/22,22.68,86.22,3.88,31.96,23.21,52.51,2.48,0.41,10.16,2.93,45.19,,,0.93,1.78,27.61,93.36,0.67,171.58,,0.0,,,,5344,Teri Gram
14/08/22,29.82,78.99,7.5,7.68,8.4,49.67,3.62,0.42,15.11,,,,,,5.1,28.81,98.75,0.75,,0.03,3.0,111.72,,,5345,Sector-51
15/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
15/08/22,17.69,33.12,10.18,18.49,28.68,,,0.52,26.51,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/08/22,17.35,65.45,2.96,28.17,20.48,46.57,2.48,0.35,10.2,2.79,45.83,,,0.77,1.53,28.03,88.23,1.1,140.67,,0.0,,,,5344,Teri Gram
15/08/22,24.57,61.92,9.15,7.34,8.93,50.5,3.65,0.39,15.5,,,,,,4.69,29.05,96.87,0.45,,0.04,3.5,109.05,,,5345,Sector-51
16/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
16/08/22,20.82,42.01,11.02,17.17,28.19,,,0.43,34.11,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/08/22,16.05,43.0,3.07,28.41,20.26,44.43,2.69,0.28,10.81,2.28,34.97,,,0.62,1.41,27.85,84.01,2.45,98.05,,0.0,,,,5344,Teri Gram
16/08/22,19.45,42.79,9.51,7.56,8.45,52.66,4.16,0.31,15.68,,,,,,3.6,29.31,97.34,0.92,,0.03,2.5,122.17,,,5345,Sector-51
17/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
17/08/22,14.17,24.6,8.43,16.14,24.57,,,0.41,29.68,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/08/22,14.21,54.91,2.73,29.61,19.45,46.62,2.64,0.32,14.36,2.54,21.82,,,1.64,3.29,28.05,85.9,1.6,114.2,,0.0,,,,5344,Teri Gram
17/08/22,14.53,40.64,7.39,7.39,8.15,49.13,3.7,0.28,15.46,,,,,,2.77,29.96,97.59,1.06,,0.0,0.0,119.55,,,5345,Sector-51
18/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
18/08/22,25.28,44.04,10.54,18.07,28.62,,,0.41,27.57,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/08/22,20.94,119.11,5.38,40.1,26.26,58.32,2.66,0.52,14.75,3.66,9.81,,,4.32,7.59,29.14,81.44,0.7,185.13,,0.0,,,,5344,Teri Gram
18/08/22,20.71,49.67,8.55,7.91,9.38,48.78,3.73,0.35,14.83,,,,,,3.55,30.33,86.92,0.66,,0.0,0.0,148.08,,,5345,Sector-51
19/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
19/08/22,20.86,44.94,14.1,19.11,33.21,,,0.33,36.68,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/08/22,21.2,94.74,3.46,34.26,14.38,49.4,2.87,0.29,19.03,3.34,8.53,,,3.1,4.25,30.04,76.45,0.87,270.75,,0.0,,,,5344,Teri Gram
19/08/22,22.01,49.5,5.99,9.09,7.95,48.36,3.58,0.27,17.96,,,,,,2.9,30.76,85.94,1.12,,0.0,0.0,192.62,,,5345,Sector-51
20/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
20/08/22,32.97,69.52,15.46,20.93,36.39,,,0.41,33.71,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/08/22,42.29,154.76,5.17,41.87,26.5,60.06,2.97,0.46,11.04,2.35,32.55,,,2.09,4.24,28.54,82.74,0.7,114.68,,0.0,,,,5344,Teri Gram
20/08/22,35.32,60.73,8.74,6.36,9.2,59.31,3.85,0.41,21.55,,,,,,2.75,30.1,95.15,0.78,,0.0,0.0,103.63,,,5345,Sector-51
21/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
21/08/22,48.16,99.56,16.01,21.73,37.74,,,0.47,38.59,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/08/22,47.66,199.73,3.12,39.67,24.23,58.26,3.46,0.54,17.72,3.57,46.55,,,2.45,4.97,27.88,98.83,0.59,223.74,,0.0,,,,5344,Teri Gram
21/08/22,64.22,90.24,13.29,3.98,12.19,70.36,5.11,0.83,21.87,,,,,,2.13,30.65,90.81,1.05,,0.0,0.0,103.01,,,5345,Sector-51
22/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
22/08/22,36.41,73.41,14.64,19.98,34.62,,,0.43,37.96,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/08/22,36.28,111.08,1.24,33.47,19.48,50.85,3.48,0.45,17.74,2.26,38.23,,,1.21,1.96,29.81,81.88,1.09,95.44,,0.0,,,,5344,Teri Gram
22/08/22,68.47,107.59,8.94,2.25,7.93,49.04,3.78,0.5,21.34,,,,,,1.24,30.85,90.41,0.66,,0.0,0.0,89.29,,,5345,Sector-51
23/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
23/08/22,23.76,43.22,13.54,16.87,30.41,,,0.36,47.89,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/08/22,21.5,72.57,0.85,24.77,14.62,37.85,3.46,0.29,17.72,0.87,21.18,,,0.39,0.53,29.24,77.76,2.27,100.04,,0.0,,,,5344,Teri Gram
23/08/22,35.04,81.23,7.19,1.32,6.21,43.42,3.89,0.33,22.07,,,,,,0.57,29.9,91.44,1.02,,0.0,0.0,116.74,,,5345,Sector-51
24/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
24/08/22,23.21,42.61,16.49,18.61,35.11,,,0.37,36.93,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/08/22,15.71,87.06,1.94,29.46,17.95,44.81,3.47,0.34,17.73,1.32,27.41,,,0.78,1.05,28.33,82.36,1.49,117.84,,0.0,,,,5344,Teri Gram
24/08/22,27.33,76.32,3.99,10.51,5.94,49.4,3.63,0.28,23.1,,,,,,2.22,28.95,93.81,0.76,,0.0,0.0,121.9,,,5345,Sector-51
25/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
25/08/22,26.16,54.17,14.53,19.22,33.75,,,0.37,34.16,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/08/22,26.67,138.62,4.37,38.9,24.83,56.9,3.45,0.4,17.71,1.85,30.99,,,1.12,2.09,29.25,76.75,0.62,166.55,,0.0,,,,5344,Teri Gram
25/08/22,27.35,97.87,3.95,10.58,7.45,56.48,4.19,0.36,23.19,,,,,,5.69,30.63,77.34,0.61,,0.0,0.0,175.65,,,5345,Sector-51
26/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
26/08/22,31.71,74.62,15.08,19.93,35.01,,,0.37,41.93,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/08/22,24.86,140.72,3.47,39.7,24.27,56.31,3.46,0.39,17.81,1.4,26.73,,,0.9,1.7,30.26,73.43,0.62,288.29,,0.0,,,,5344,Teri Gram
26/08/22,32.08,109.35,3.54,9.82,6.41,56.86,4.21,0.29,23.87,,,,,,4.27,30.8,85.06,1.14,,0.0,0.0,165.22,,,5345,Sector-51
27/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
27/08/22,33.96,91.06,16.23,19.57,35.79,,,0.35,39.2,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/08/22,22.25,132.89,3.45,40.62,24.99,57.41,3.46,0.37,17.72,1.26,29.55,,,0.68,1.5,30.5,70.37,0.82,277.09,,0.0,,,,5344,Teri Gram
27/08/22,31.2,119.39,4.27,9.72,6.55,54.97,3.9,0.33,23.16,,,,,,3.63,30.63,84.9,1.18,,0.0,0.0,173.03,,,5345,Sector-51
28/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
28/08/22,40.89,117.55,15.21,19.81,35.01,,,0.36,36.01,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/08/22,30.77,183.58,3.16,41.71,25.33,57.75,3.47,0.36,17.73,1.32,31.03,,,1.04,2.04,30.38,65.64,0.89,231.44,,0.0,,,,5344,Teri Gram
28/08/22,34.78,160.3,4.22,9.45,5.1,44.77,3.8,0.28,22.4,,,,,,3.87,31.05,71.52,0.93,,0.0,0.0,158.12,,,5345,Sector-51
29/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
29/08/22,48.38,119.67,15.92,20.47,36.38,,,0.37,46.95,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/08/22,32.71,165.57,2.17,35.0,21.03,49.46,3.47,0.35,17.72,1.62,27.78,,,1.0,1.79,29.21,73.93,0.69,209.74,,0.0,,,,5344,Teri Gram
29/08/22,47.53,171.37,6.07,10.19,6.28,43.32,3.59,0.35,22.14,,,,,,4.29,30.07,75.42,0.86,,0.74,69.0,120.58,,,5345,Sector-51
30/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
30/08/22,44.99,85.37,15.23,22.06,37.29,,,0.38,43.87,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/08/22,42.05,164.33,5.29,46.89,29.74,68.92,3.47,0.57,17.72,2.61,30.95,,,2.67,5.41,28.45,86.85,0.69,171.3,,0.0,,,,5344,Teri Gram
30/08/22,68.99,161.62,7.28,9.57,8.43,68.64,4.77,0.52,20.63,,,,,,7.45,29.15,91.99,0.6,,0.75,71.5,149.04,,,5345,Sector-51
31/08/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
31/08/22,46.31,106.19,13.4,22.55,35.95,,,0.34,38.77,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
31/08/22,45.37,232.3,7.09,48.97,32.27,71.18,3.46,0.55,17.72,2.51,31.03,,,3.32,6.3,30.33,75.24,0.72,187.79,,0.0,,,,5344,Teri Gram
31/08/22,51.91,168.17,6.75,4.92,11.68,85.34,1.09,0.55,17.6,,,,,,8.38,31.2,82.51,0.71,,0.0,0.0,156.97,,,5345,Sector-51
01/09/22,35.18,,13.15,14.38,9.79,,12.6,0.89,29.5,4.01,3.0,2.01,,2.01,2.98,,93.92,0.95,276.41,0.02,1.6,37.77,733.11,-0.02,146,Vikas Sadan
01/09/22,29.31,27.69,10.37,12.64,23.03,,,1.06,46.85,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/09/22,50.1,91.11,7.46,14.19,5.9,29.4,0.97,0.49,4.44,0.67,14.82,0.3,,1.23,1.55,13.02,99.13,0.71,241.41,,0.0,,,,5344,Teri Gram
01/09/22,59.42,82.84,12.97,22.94,3.03,32.46,1.08,0.57,6.05,,,,,,1.47,13.34,99.13,0.77,,0.05,5.0,15.41,,,5345,Sector-51
02/09/22,85.28,,9.57,35.47,19.88,,9.28,0.99,24.14,3.47,6.42,2.72,,2.73,4.73,,81.16,0.99,140.14,0.1,9.4,115.15,723.22,0.02,146,Vikas Sadan
02/09/22,64.26,140.6,6.13,6.8,12.93,,,1.21,32.93,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/09/22,99.11,181.16,5.72,27.81,9.02,44.44,2.19,0.7,17.5,3.79,46.47,2.84,,2.41,4.11,15.7,84.27,0.94,122.36,,0.0,517.19,,,5344,Teri Gram
02/09/22,109.79,184.14,14.5,21.21,11.23,67.08,3.83,1.74,17.67,,,,,,6.58,16.54,86.46,0.83,,0.13,12.0,44.99,,,5345,Sector-51
03/09/22,73.0,,9.53,35.36,25.13,,7.48,0.95,53.67,2.34,5.14,0.71,,1.13,0.99,,50.76,0.77,235.52,0.0,0.0,188.35,724.83,-0.02,146,Vikas Sadan
03/09/22,47.52,134.35,3.96,12.48,16.45,,,0.57,32.79,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/09/22,92.36,144.73,13.01,37.13,46.18,74.61,1.15,0.79,16.04,4.92,60.92,3.88,,4.85,7.1,22.05,57.19,0.65,226.74,,0.0,278.64,,,5344,Teri Gram
03/09/22,72.39,169.98,13.29,31.11,5.84,47.33,5.21,0.91,20.53,,,,,,2.9,23.88,48.14,0.86,,0.0,0.0,72.58,,,5345,Sector-51
04/09/22,128.28,,4.98,16.17,22.24,,3.63,1.03,8.81,2.65,4.43,1.8,,1.42,0.81,,17.49,0.57,215.22,0.0,0.0,236.37,727.45,-0.08,146,Vikas Sadan
04/09/22,48.06,120.47,4.74,12.53,17.27,,,0.5,37.01,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/09/22,140.46,262.49,3.11,15.7,20.41,32.45,3.88,0.85,17.06,5.65,38.48,0.89,,1.41,2.19,30.14,31.47,0.68,162.81,,0.0,366.0,,,5344,Teri Gram
04/09/22,158.1,310.43,12.2,27.6,5.93,37.0,3.48,1.93,52.73,,,,,,5.91,33.98,19.11,0.66,,0.0,0.0,95.82,,,5345,Sector-51
05/09/22,118.48,,6.65,9.17,17.52,,5.8,0.66,31.37,2.54,6.54,2.41,,1.94,1.13,,43.88,1.58,80.08,0.0,0.0,281.93,728.29,0.16,146,Vikas Sadan
05/09/22,66.28,180.47,10.99,31.18,42.17,,,0.58,51.54,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/09/22,69.76,196.41,8.26,15.44,24.19,39.76,7.94,0.54,15.7,2.21,7.03,0.02,,0.07,0.06,32.46,46.3,1.6,99.76,,0.0,,,,5344,Teri Gram
05/09/22,82.95,172.85,1.22,21.8,9.73,59.82,14.03,0.64,35.22,,,,,,2.91,33.49,43.19,0.86,,0.0,0.0,162.57,,,5345,Sector-51
06/09/22,124.42,,13.3,11.82,18.69,,11.9,0.91,40.26,3.59,2.87,3.04,,4.89,2.99,,23.88,0.74,209.51,0.0,0.0,221.95,728.82,0.0,146,Vikas Sadan
06/09/22,41.36,267.85,6.83,35.74,42.57,,,0.17,46.3,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/09/22,133.36,332.5,3.87,6.29,10.33,25.73,4.73,0.57,5.13,4.19,15.84,0.53,,0.63,1.28,34.76,29.81,0.83,192.8,,0.0,,,,5344,Teri Gram
06/09/22,70.96,344.82,11.93,18.03,15.72,36.24,1.12,0.48,18.79,,,,,,12.56,37.59,21.26,0.78,,0.0,0.0,194.51,,,5345,Sector-51
07/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
07/09/22,39.16,97.12,6.09,26.16,32.25,,,0.92,46.85,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/09/22,36.46,150.13,6.51,16.61,10.94,42.91,4.31,0.41,10.7,1.66,25.66,2.91,,0.23,3.39,30.23,76.56,1.46,110.98,,0.0,,,,5344,Teri Gram
07/09/22,66.33,134.26,7.13,11.9,10.33,36.79,1.89,0.49,49.57,,,,,,5.76,31.83,75.42,0.74,,0.0,0.0,128.3,,,5345,Sector-51
08/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
08/09/22,33.35,58.85,5.67,20.84,26.5,,,0.64,33.58,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/09/22,39.54,151.89,3.42,27.47,15.33,49.54,2.43,0.48,45.21,3.23,40.44,0.48,,0.96,2.45,30.63,83.37,1.11,81.47,,0.0,,,,5344,Teri Gram
08/09/22,54.05,82.58,9.24,8.3,10.15,72.82,3.56,0.59,16.14,,,,,,7.77,32.04,91.58,0.58,,0.0,0.0,162.11,,,5345,Sector-51
09/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
09/09/22,58.7,107.0,8.09,17.6,25.69,,,0.35,56.12,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/09/22,68.33,189.72,1.17,30.82,17.82,43.23,3.67,0.47,51.57,3.66,27.39,,,1.69,2.72,32.33,66.68,0.99,94.84,,0.0,,,,5344,Teri Gram
09/09/22,94.63,175.16,2.55,5.34,7.62,97.01,3.32,0.58,18.6,,,,,,9.1,31.92,81.48,0.54,,0.0,0.0,128.93,,,5345,Sector-51
10/09/22,13.8,,22.84,17.49,33.6,,7.87,2.14,23.3,0.45,1.45,0.21,,0.88,0.31,,96.07,1.23,91.8,0.01,0.2,96.36,746.83,0.1,146,Vikas Sadan
10/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/09/22,20.77,30.28,0.69,20.26,11.14,41.5,3.01,0.23,18.2,0.71,43.77,,,0.68,1.03,21.28,99.13,1.15,74.35,,0.0,,,,5344,Teri Gram
10/09/22,10.32,16.37,13.43,3.27,10.5,56.41,2.95,0.32,32.18,,,,,,6.62,22.2,99.75,0.47,,0.06,4.5,57.47,,,5345,Sector-51
11/09/22,66.83,,22.44,14.73,36.8,,26.0,1.38,31.4,2.11,2.79,0.89,,0.99,0.88,,67.01,0.59,155.53,0.0,0.0,98.53,726.5,-0.06,146,Vikas Sadan
11/09/22,60.03,118.2,3.96,22.55,26.51,,,0.43,44.59,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/09/22,78.39,170.28,4.28,21.8,14.84,48.17,7.93,0.57,10.92,3.92,28.81,,,1.77,4.06,21.33,77.86,0.7,83.61,,0.0,,,,5344,Teri Gram
11/09/22,110.68,205.07,29.7,20.79,28.16,76.43,2.19,1.03,25.56,,,,,,19.43,21.63,80.07,0.7,,0.0,0.0,53.17,,,5345,Sector-51
12/09/22,104.44,,27.28,23.51,53.47,,5.23,1.11,9.28,4.83,10.6,1.17,,2.6,1.59,,73.72,0.63,208.05,0.0,0.0,70.47,721.42,-0.06,146,Vikas Sadan
12/09/22,120.27,190.57,8.03,34.09,42.13,,,0.5,36.82,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/09/22,115.61,214.12,45.2,21.85,39.64,79.24,3.71,0.85,11.18,2.24,7.89,,,3.21,2.14,16.57,72.53,0.72,158.39,,0.0,,,,5344,Teri Gram
12/09/22,184.06,319.07,77.49,35.31,76.71,172.31,5.29,1.96,28.7,5.24,17.05,,,,6.33,21.66,44.31,0.95,283.66,0.0,0.0,38.87,,,5345,Sector-51
13/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
13/09/22,13.02,29.36,32.96,23.34,31.58,,,0.28,35.78,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/09/22,16.11,117.79,0.69,27.1,15.71,37.94,4.15,0.33,25.9,2.46,25.58,,,0.83,1.21,28.8,76.75,1.49,98.41,,0.0,,,,5344,Teri Gram
13/09/22,55.56,69.45,11.27,3.89,7.31,47.77,2.93,0.34,21.31,,,,,,5.62,30.0,82.74,0.56,,0.04,3.5,139.23,,,5345,Sector-51
14/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
14/09/22,15.38,34.28,14.04,18.45,28.26,,,0.24,34.82,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/09/22,17.8,51.46,0.85,30.23,17.3,41.21,4.15,0.29,22.51,2.63,30.51,,,0.85,1.29,27.61,83.75,1.39,94.23,,0.0,,,,5344,Teri Gram
14/09/22,50.39,62.98,11.42,3.95,7.51,45.96,1.97,0.36,22.14,,,,,,4.81,28.14,96.7,0.5,,0.2,19.0,78.48,,,5345,Sector-51
15/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
15/09/22,15.72,26.09,16.64,21.46,27.66,,,0.27,28.74,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/09/22,18.94,52.25,0.61,29.63,16.97,40.21,4.15,0.35,24.29,2.34,33.72,,,0.72,1.21,23.94,93.66,0.79,144.28,,0.0,,,,5344,Teri Gram
15/09/22,42.12,52.65,13.51,3.98,9.13,50.57,2.26,0.41,21.6,,,,,,4.91,26.61,99.49,0.52,,0.0,0.0,81.32,,,5345,Sector-51
16/09/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
16/09/22,1.6,9.96,49.48,28.23,28.52,,,0.24,17.94,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/09/22,9.98,55.89,2.63,33.02,19.93,44.77,4.17,0.37,20.54,2.23,32.55,,,0.98,1.97,24.3,98.71,0.72,278.63,,0.0,,,,5344,Teri Gram
16/09/22,36.98,46.22,13.8,3.76,7.23,53.87,3.59,0.4,21.7,,,,,,5.21,24.75,99.68,1.17,,0.04,4.0,55.28,,,5345,Sector-51
