date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
21/06/22,29.59,141.9,6.41,29.19,35.6,,,0.19,50.81,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/06/22,52.31,186.73,5.58,25.29,36.09,60.42,7.92,0.48,7.77,2.22,29.15,0.71,,0.88,1.59,30.77,53.9,0.85,138.02,,0.0,,,,5344,Teri Gram
21/06/22,85.87,172.11,6.4,16.55,9.98,46.24,0.88,0.48,19.04,,,,,,6.78,29.29,72.62,0.68,,0.23,21.5,114.1,,,5345,Sector-51
22/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
22/06/22,43.18,157.16,6.87,31.75,38.62,,,0.25,63.95,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/06/22,59.11,181.5,6.81,29.38,43.05,73.41,0.61,0.42,12.62,2.17,23.45,0.33,,0.5,0.68,32.7,51.17,0.74,225.05,,0.0,,,,5344,Teri Gram
22/06/22,71.7,168.24,6.43,16.33,10.0,46.93,1.25,0.43,25.04,,,,,,7.04,30.49,64.1,1.16,,0.0,0.0,199.51,,,5345,Sector-51
23/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
23/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/06/22,64.42,214.88,5.56,25.72,37.29,61.29,4.54,0.41,9.41,1.6,23.86,0.33,,0.62,0.84,31.39,48.96,0.73,286.43,,0.0,,,,5344,Teri Gram
23/06/22,77.82,216.18,6.42,16.5,10.02,46.66,0.97,0.4,37.82,,,,,,5.02,32.05,47.9,1.53,,0.0,0.0,223.07,,,5345,Sector-51
24/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
24/06/22,52.84,226.52,6.75,37.8,44.55,,,1.0,79.5,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/06/22,78.25,261.8,5.3,24.68,31.08,59.04,5.57,0.43,8.29,1.4,19.81,0.23,,0.44,0.64,31.78,40.87,0.75,235.66,,0.0,,,,5344,Teri Gram
24/06/22,104.79,292.95,6.45,16.56,9.9,46.26,0.99,0.53,41.55,,,,,,6.35,33.01,35.82,1.0,,0.0,0.0,222.95,,,5345,Sector-51
25/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
25/06/22,61.46,223.23,21.33,49.03,70.35,,,1.23,77.44,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/06/22,81.65,228.07,6.1,27.38,40.31,68.66,7.88,0.58,13.3,2.76,23.04,0.2,,0.4,0.5,35.75,29.04,0.86,110.54,,0.0,,,,5344,Teri Gram
25/06/22,106.25,304.79,6.43,16.54,10.04,46.24,0.84,0.78,57.58,,,,,,10.79,34.44,30.81,0.62,,0.0,0.0,212.83,,,5345,Sector-51
26/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
26/06/22,53.94,149.65,6.08,25.83,31.9,,,1.07,77.58,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/06/22,69.5,166.37,5.59,25.52,37.38,60.76,2.38,0.45,11.85,1.54,19.34,0.12,,0.23,0.27,32.99,53.29,1.43,115.05,,0.0,,,,5344,Teri Gram
26/06/22,90.72,187.39,6.43,16.41,9.9,46.51,0.69,0.5,34.35,,,,,,5.97,34.59,49.1,0.82,,0.0,0.0,206.31,,,5345,Sector-51
27/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
27/06/22,59.23,123.16,6.86,22.42,29.28,,,0.96,72.21,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/06/22,63.05,145.45,7.57,27.27,39.57,62.24,7.14,0.44,11.46,2.09,20.17,0.3,,0.36,0.6,34.12,55.21,1.38,99.83,,0.0,,,,5344,Teri Gram
27/06/22,82.29,151.55,9.54,15.4,12.44,42.93,1.74,0.47,33.02,,,,,,5.34,34.83,52.39,0.86,,0.0,0.0,188.8,,,5345,Sector-51
28/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
28/06/22,70.06,174.51,5.94,23.11,29.05,,,1.16,73.48,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/06/22,91.1,191.17,9.6,30.27,30.81,65.74,3.26,0.45,12.22,2.61,21.33,0.58,,0.63,1.17,34.14,58.27,1.08,123.12,,0.0,,,,5344,Teri Gram
28/06/22,107.55,183.65,7.43,13.4,9.04,31.51,3.26,0.54,37.9,,,,,,5.43,35.26,56.8,0.75,,0.0,0.0,168.55,,,5345,Sector-51
29/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
29/06/22,44.9,160.91,6.48,23.5,29.97,,,1.07,68.67,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/06/22,66.88,215.59,9.59,29.84,35.36,65.72,5.37,0.51,10.25,2.5,27.84,0.56,,0.67,1.16,32.85,63.09,1.18,155.47,,0.0,,,,5344,Teri Gram
29/06/22,86.3,222.43,5.77,9.08,5.63,23.45,3.63,0.52,35.48,,,,,,5.13,33.99,64.6,0.9,,0.0,0.0,159.22,,,5345,Sector-51
30/06/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
30/06/22,17.77,167.33,6.43,30.47,36.9,,,1.05,38.96,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/06/22,32.55,119.53,9.54,29.91,33.64,65.51,4.86,0.48,8.74,1.94,32.84,0.4,,0.53,0.83,26.45,92.43,0.8,163.03,,0.0,,,,5344,Teri Gram
30/06/22,58.69,103.12,5.52,11.5,8.63,30.91,6.47,0.48,28.02,,,,,,6.07,27.17,92.88,0.62,,0.8,76.0,34.88,,,5345,Sector-51
01/07/22,68.96,,14.68,23.33,15.27,,8.47,0.91,23.97,3.98,2.96,1.99,,2.0,3.01,,93.66,0.89,80.65,0.0,0.0,100.73,725.19,0.06,146,Vikas Sadan
01/07/22,65.93,75.38,5.97,10.46,16.44,,,1.12,58.55,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/07/22,67.77,186.27,9.22,28.35,6.35,42.44,0.97,0.67,6.55,1.03,13.73,0.31,,1.3,1.62,15.47,94.27,1.63,122.21,,0.0,,,,5344,Teri Gram
01/07/22,79.23,139.97,13.06,22.98,2.99,33.27,2.08,0.67,19.68,,,,,,0.99,15.64,99.12,1.22,,0.0,0.0,31.15,,,5345,Sector-51
02/07/22,105.53,,9.53,35.53,19.8,,10.9,1.97,20.2,3.46,6.42,2.72,,2.73,4.73,,77.23,0.62,164.64,0.0,0.0,112.92,721.12,-0.05,146,Vikas Sadan
02/07/22,82.51,180.51,5.82,6.84,12.66,,,1.3,46.06,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/07/22,133.45,202.12,6.42,30.43,10.95,52.35,2.18,0.94,28.12,5.06,43.43,2.81,,2.46,4.89,16.06,77.28,0.68,159.7,,0.0,405.81,,,5344,Teri Gram
02/07/22,155.0,267.62,18.81,24.21,5.04,43.84,3.42,1.91,32.22,,,,,,5.78,16.68,85.21,0.83,,0.0,0.0,46.38,,,5345,Sector-51
03/07/22,102.02,,9.5,35.41,24.9,,22.91,1.39,44.15,2.35,5.13,0.71,,1.14,0.98,,65.71,0.61,156.66,0.0,0.0,169.61,723.91,-0.04,146,Vikas Sadan
03/07/22,83.47,302.32,3.88,12.51,16.39,,,0.7,45.82,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/07/22,61.97,81.9,23.38,33.75,62.04,90.64,1.17,0.85,7.08,7.96,55.56,3.36,,3.1,4.67,19.83,73.05,0.73,118.0,,0.0,316.81,,,5344,Teri Gram
03/07/22,108.92,253.67,10.74,25.64,7.46,35.77,1.76,1.05,27.79,,,,,,1.84,22.16,59.3,0.65,,0.0,0.0,55.99,,,5345,Sector-51
04/07/22,95.77,,5.94,16.09,22.02,,3.67,1.71,9.51,4.33,8.48,4.31,,5.28,4.81,,20.36,0.69,219.49,0.0,0.0,194.74,730.9,-0.08,146,Vikas Sadan
04/07/22,77.03,148.74,4.74,12.48,17.21,,,0.6,45.32,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/07/22,78.52,259.07,6.15,15.86,25.68,51.31,8.7,0.89,39.18,7.19,30.3,1.09,,2.45,3.23,28.3,33.46,0.76,163.91,,0.0,412.91,,,5344,Teri Gram
04/07/22,159.48,368.55,12.2,27.21,6.08,36.12,3.37,1.77,14.61,,,,,,5.3,32.14,19.63,0.68,,0.0,0.0,94.16,,,5345,Sector-51
05/07/22,122.34,,6.31,9.07,16.75,,8.03,0.8,36.04,2.48,7.12,2.57,,2.09,1.21,,37.2,0.68,146.77,0.0,0.0,227.84,728.11,-0.01,146,Vikas Sadan
05/07/22,57.96,154.78,30.88,50.98,73.55,,,0.5,36.86,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/07/22,85.94,181.87,6.32,18.56,26.32,38.69,9.48,0.62,11.73,2.74,11.68,0.1,,0.2,0.21,30.88,44.1,0.67,113.44,,0.0,,,,5344,Teri Gram
05/07/22,85.68,220.61,3.62,47.52,27.31,64.23,17.02,0.85,32.11,,,,,,8.09,33.44,32.51,0.54,,0.0,0.0,179.28,,,5345,Sector-51
06/07/22,180.95,,13.11,11.29,19.16,,11.41,0.89,37.48,3.48,2.76,3.04,,4.73,2.94,,20.81,0.89,218.55,0.0,0.0,200.09,728.12,0.0,146,Vikas Sadan
06/07/22,67.36,425.0,8.27,46.91,55.17,,,0.24,44.99,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/07/22,184.36,456.05,3.85,6.26,9.32,25.72,3.15,0.5,5.37,3.72,13.09,0.3,,0.49,0.71,34.0,27.99,0.85,192.89,,0.0,,,,5344,Teri Gram
06/07/22,115.28,526.65,9.63,24.44,18.02,39.06,2.29,0.53,23.61,,,,,,3.76,,,0.83,,0.0,0.0,186.86,,,5345,Sector-51
07/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
07/07/22,35.67,105.04,6.11,22.84,28.95,,,0.93,53.22,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/07/22,26.89,104.39,7.88,18.0,12.2,48.18,10.86,0.34,10.1,0.8,21.17,2.63,,0.14,2.72,32.88,60.3,1.19,89.13,,0.0,,,,5344,Teri Gram
07/07/22,61.82,111.48,3.79,12.87,9.27,28.98,1.5,0.48,46.66,,,,,,5.39,34.1,70.83,0.51,,0.0,0.0,177.04,,,5345,Sector-51
08/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
08/07/22,30.37,52.17,5.66,19.7,25.36,,,0.61,23.51,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/07/22,40.16,208.42,2.26,9.51,9.14,47.33,,0.53,32.54,4.3,13.08,1.31,,1.84,,26.27,98.6,,,,0.0,,,,5344,Teri Gram
08/07/22,47.58,60.63,7.42,6.64,7.15,52.43,3.77,0.54,18.5,,,,,,6.54,27.21,99.66,0.71,,1.22,115.5,44.66,,,5345,Sector-51
09/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
09/07/22,48.18,105.0,10.09,22.3,32.39,,,0.41,48.75,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/07/22,66.16,164.32,5.74,48.17,30.81,67.45,3.62,0.6,28.15,5.53,42.71,,,3.02,7.52,30.68,68.11,0.66,172.77,,0.0,,,,5344,Teri Gram
09/07/22,60.1,176.13,8.84,5.39,14.21,100.24,3.09,0.6,21.79,,,,,,11.99,32.3,66.83,0.93,,0.0,0.0,141.71,,,5345,Sector-51
10/07/22,43.27,,17.4,19.67,29.58,,7.92,1.03,22.45,0.46,1.46,0.22,,0.88,0.32,,95.98,1.63,94.82,0.0,0.0,100.6,715.95,0.14,146,Vikas Sadan
10/07/22,6.8,5.77,11.67,19.13,30.85,,,1.52,17.69,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/07/22,13.58,53.09,0.99,28.7,15.81,45.16,14.84,0.28,22.59,1.31,38.48,,,1.25,2.24,23.21,97.65,1.12,92.42,,0.0,,,,5344,Teri Gram
10/07/22,16.14,36.52,12.53,4.28,8.96,52.0,2.68,0.33,31.22,,,,,,3.42,24.19,99.56,0.6,,0.03,2.5,56.39,,,5345,Sector-51
11/07/22,117.9,,26.35,17.7,41.37,,36.95,1.42,16.45,2.81,3.53,0.83,,1.24,1.02,,71.24,0.49,164.22,0.0,0.0,90.37,722.2,-0.06,146,Vikas Sadan
11/07/22,142.52,210.74,9.89,26.33,32.19,,,0.81,37.55,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/07/22,150.39,349.37,3.9,17.71,12.38,40.5,2.35,0.9,11.5,5.98,24.95,,,1.85,4.46,22.83,80.52,0.59,94.7,,0.0,,,,5344,Teri Gram
11/07/22,157.87,293.88,17.05,23.31,20.27,88.77,2.69,1.44,32.81,,,,,,22.31,24.95,72.58,0.63,,0.0,0.0,52.72,,,5345,Sector-51
12/07/22,83.29,,27.62,20.56,54.64,,7.97,0.75,15.96,3.26,6.68,1.1,,1.8,1.18,,72.15,0.56,266.81,0.0,0.0,71.38,721.24,-0.06,146,Vikas Sadan
12/07/22,116.87,179.93,4.15,29.99,34.13,,,0.36,50.86,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/07/22,108.28,211.98,30.68,27.29,38.86,69.55,6.04,0.84,5.55,3.33,12.64,,,3.56,2.83,16.19,69.21,0.69,238.66,,0.0,,,,5344,Teri Gram
12/07/22,78.24,144.89,8.16,30.78,19.33,67.25,4.68,0.83,28.37,2.59,9.82,,,,2.14,16.75,72.32,0.9,226.66,0.0,0.0,39.8,,,5345,Sector-51
13/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
13/07/22,30.52,96.16,7.96,35.23,43.19,,,1.01,38.06,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/07/22,27.23,116.89,7.12,4.27,13.18,25.0,4.15,0.59,8.78,2.54,34.78,4.02,,0.27,5.2,29.79,83.11,0.89,123.42,,0.0,,,,5344,Teri Gram
13/07/22,48.68,99.28,11.02,20.74,16.39,69.5,2.37,0.64,32.17,,,,,,8.95,31.63,83.33,0.59,,0.01,0.5,116.77,,,5345,Sector-51
14/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
14/07/22,25.12,58.02,6.61,30.37,36.98,,,0.88,38.43,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/07/22,18.0,79.7,6.09,6.55,13.79,29.14,5.2,0.41,22.76,2.16,31.92,2.99,,0.56,4.1,30.91,69.88,1.19,158.95,,0.0,,,,5344,Teri Gram
14/07/22,40.19,95.8,8.26,18.31,15.55,64.52,2.14,0.47,20.26,,,,,,6.69,32.15,77.52,0.85,,0.01,0.5,197.17,,,5345,Sector-51
15/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
15/07/22,22.57,57.08,6.56,25.4,31.96,,,0.82,45.33,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/07/22,12.66,78.03,5.21,8.41,14.18,32.57,3.32,0.34,34.67,1.26,23.78,0.58,,0.58,0.96,31.64,68.04,1.54,101.95,,0.0,,,,5344,Teri Gram
15/07/22,32.35,82.87,9.48,21.09,18.43,65.29,2.22,0.44,17.4,,,,,,6.45,32.9,72.62,0.67,,0.08,7.5,216.17,,,5345,Sector-51
16/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
16/07/22,22.79,63.86,6.31,26.89,33.19,,,0.84,34.77,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/07/22,19.79,86.04,4.59,7.93,12.76,28.51,3.35,0.46,16.52,2.19,22.75,0.69,,0.79,1.19,28.19,84.68,1.12,101.24,,0.0,,,,5344,Teri Gram
16/07/22,35.01,63.02,8.64,20.72,17.82,61.61,2.22,0.46,22.08,,,,,,6.78,29.63,89.63,0.59,,0.47,45.0,161.06,,,5345,Sector-51
17/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
17/07/22,26.29,79.66,6.32,26.94,33.27,,,0.9,44.49,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/07/22,26.85,91.23,3.0,6.88,8.32,22.29,4.25,0.49,8.67,1.52,22.13,0.36,,0.59,0.76,29.27,85.79,0.99,118.48,,0.0,,,,5344,Teri Gram
17/07/22,46.2,84.32,7.53,19.24,16.07,58.66,1.74,0.46,18.4,,,,,,7.03,31.32,89.49,0.53,,0.1,9.5,144.8,,,5345,Sector-51
18/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
18/07/22,37.76,106.71,7.28,27.89,35.17,,,0.91,42.6,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/07/22,42.1,123.58,4.57,20.08,16.44,47.49,4.29,0.45,8.14,1.5,19.09,0.27,,0.37,0.54,31.54,78.41,0.89,122.09,,0.0,,,,5344,Teri Gram
18/07/22,54.1,112.62,8.86,19.07,15.04,58.47,1.81,0.53,25.95,,,,,,7.49,33.04,85.76,0.53,,0.0,0.0,196.73,,,5345,Sector-51
19/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
19/07/22,35.78,119.39,7.88,30.38,38.27,,,0.93,40.11,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/07/22,31.57,142.48,11.25,28.54,22.11,50.49,6.05,0.56,6.87,1.97,18.52,0.36,,0.48,0.71,31.34,80.09,0.83,109.58,,0.0,,,,5344,Teri Gram
19/07/22,58.8,106.11,9.06,19.87,16.23,57.16,5.12,0.63,17.91,,,,,,8.04,33.34,87.64,0.72,,0.0,0.0,184.51,,,5345,Sector-51
20/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
20/07/22,28.48,289.41,6.42,27.38,33.8,,,0.92,30.51,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/07/22,36.89,206.2,6.5,21.07,16.69,50.65,27.31,0.6,6.0,2.68,23.79,0.55,,0.91,1.38,28.51,91.11,0.77,198.93,,0.0,,,,5344,Teri Gram
20/07/22,55.55,103.3,8.09,17.21,13.09,54.29,4.5,0.48,21.09,,,,,,8.14,29.7,95.51,0.8,,0.21,20.0,139.28,,,5345,Sector-51
21/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
21/07/22,28.95,55.34,7.92,28.91,36.83,,,0.85,47.8,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/07/22,30.69,136.67,8.29,13.23,19.66,35.65,19.89,0.55,9.83,2.1,18.96,0.78,,1.11,2.09,28.22,86.86,0.64,159.71,,0.0,,,,5344,Teri Gram
21/07/22,41.48,65.73,7.09,14.87,11.01,44.73,4.38,0.43,28.91,,,,,,7.93,28.71,95.13,0.71,,0.24,22.5,121.52,,,5345,Sector-51
22/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
22/07/22,42.47,69.36,7.21,25.86,33.08,,,0.78,34.39,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/07/22,55.46,158.08,1.47,14.32,7.37,15.18,10.31,0.36,9.04,1.23,11.31,0.22,,0.39,0.47,28.7,89.51,0.83,106.92,,0.0,,,,5344,Teri Gram
22/07/22,120.29,157.59,8.11,14.75,10.66,39.64,4.22,0.65,41.9,,,,,,7.42,29.11,99.11,0.58,,0.02,2.0,92.71,,,5345,Sector-51
23/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
23/07/22,25.8,40.61,6.49,20.78,27.28,,,0.68,38.63,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/07/22,29.33,75.52,1.13,15.68,11.44,47.89,4.1,0.38,9.22,1.04,17.29,0.23,,0.38,0.45,28.51,87.9,1.66,91.14,,0.0,,,,5344,Teri Gram
23/07/22,73.62,107.08,7.74,8.66,7.47,28.11,1.8,0.39,44.08,,,,,,4.75,29.17,97.12,0.6,,0.07,6.5,94.47,,,5345,Sector-51
24/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
24/07/22,25.18,43.2,6.08,19.71,25.79,,,0.65,40.42,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/07/22,20.18,79.56,1.73,14.11,11.1,48.12,6.65,0.33,9.96,0.7,15.05,0.14,,0.24,0.29,29.57,82.53,1.72,106.52,,0.0,,,,5344,Teri Gram
24/07/22,26.42,73.48,6.36,8.03,6.07,31.14,1.11,0.41,13.5,,,,,,3.98,29.84,94.12,0.83,,0.16,15.5,172.31,,,5345,Sector-51
25/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
25/07/22,22.19,35.5,5.53,18.79,24.32,,,0.64,41.45,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/07/22,19.99,92.53,5.68,10.21,18.09,43.48,9.74,0.25,13.08,0.62,13.15,0.08,,0.17,0.2,30.64,75.0,1.55,109.83,,0.0,,,,5344,Teri Gram
25/07/22,35.71,57.82,5.6,7.98,7.14,46.03,2.2,0.35,24.68,,,,,,5.4,29.51,92.65,0.71,,0.47,44.5,132.4,,,5345,Sector-51
26/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
26/07/22,24.18,39.38,5.68,20.56,26.23,,,0.66,33.0,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/07/22,19.86,52.15,5.69,24.01,8.75,38.44,2.06,0.16,9.59,0.98,8.45,2.15,,2.43,0.82,27.76,91.99,1.1,91.45,,0.0,381.0,,,5344,Teri Gram
26/07/22,33.73,53.14,8.46,7.45,9.1,44.06,3.69,0.42,31.03,,,,,,5.26,28.15,98.38,0.8,,0.0,0.0,113.69,,,5345,Sector-51
27/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
27/07/22,26.84,48.68,5.96,20.95,26.91,,,0.66,30.72,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/07/22,26.06,61.5,5.52,23.38,14.06,39.86,2.15,0.3,8.51,0.95,9.93,3.06,,3.46,1.44,27.3,94.06,1.03,101.06,,0.0,,,,5344,Teri Gram
27/07/22,23.87,42.9,10.31,8.2,10.2,45.17,2.99,0.52,30.7,,,,,,6.02,29.31,95.93,0.77,,0.38,36.5,100.32,,,5345,Sector-51
28/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
28/07/22,21.8,43.83,32.81,30.57,38.62,,,0.68,24.51,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/07/22,29.97,111.88,7.93,47.3,25.03,56.06,,0.47,6.68,0.49,7.14,0.21,,0.2,,,,,,,0.0,,,,5344,Teri Gram
28/07/22,31.22,70.91,8.91,16.1,13.08,40.36,3.42,0.41,19.39,,,,,,6.96,27.89,98.72,0.77,,1.01,95.0,118.58,,,5345,Sector-51
29/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
29/07/22,20.4,30.24,6.55,25.7,32.24,,,0.66,24.8,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/07/22,18.3,118.95,12.57,35.1,20.64,71.38,,0.55,6.73,1.32,8.57,1.06,,0.84,,,,,,,0.0,,,,5344,Teri Gram
29/07/22,26.45,38.16,14.19,10.26,14.3,39.79,2.93,0.45,16.66,,,,,,8.88,27.49,98.9,0.72,,0.58,55.0,84.21,,,5345,Sector-51
30/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
30/07/22,14.97,32.96,25.54,34.97,35.35,,,0.62,20.89,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
30/07/22,19.81,130.87,3.62,6.62,12.83,25.75,,0.51,7.29,1.83,10.71,1.89,,1.86,,27.57,89.23,,,,0.0,,,,5344,Teri Gram
30/07/22,37.6,78.67,9.87,9.04,8.99,47.58,4.22,0.4,33.66,,,,,,5.43,28.57,99.06,0.71,,0.07,6.5,105.8,,,5345,Sector-51
31/07/22,,,,,,,,,,,,,,,,,,,,,0.0,,,,146,Vikas Sadan
31/07/22,22.88,48.93,6.12,22.9,29.03,,,0.63,30.72,,,,,,,,,,,30.86,2946.52,,,,5025,NISE Gwal Pahari
31/07/22,18.34,124.61,4.24,7.12,12.42,27.23,,0.49,7.53,1.73,12.85,1.62,,1.97,,28.34,88.99,,,,0.0,,,,5344,Teri Gram
31/07/22,32.95,52.95,11.44,6.98,10.41,53.47,3.81,0.47,34.11,,,,,,1.93,29.64,93.77,0.81,,0.0,0.0,133.16,,,5345,Sector-51
01/08/22,50.49,,11.02,20.22,10.84,,10.17,0.75,26.97,3.99,3.0,2.0,,2.02,3.01,,93.91,1.85,94.06,0.04,1.4,27.42,728.5,0.15,146,Vikas Sadan
01/08/22,28.59,29.77,26.22,17.65,39.34,,,1.13,43.75,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/08/22,61.59,143.59,8.05,20.81,5.8,37.11,1.11,0.51,6.58,0.67,13.32,0.38,,1.32,1.87,15.26,99.07,1.54,99.18,,0.0,,,,5344,Teri Gram
01/08/22,30.58,48.71,12.98,22.99,2.99,32.89,1.35,0.77,4.78,,,,,,1.54,15.7,99.13,0.98,,1.33,125.0,16.86,,,5345,Sector-51
02/08/22,115.23,,9.61,35.53,20.06,,10.61,1.4,34.58,3.46,6.47,2.72,,2.74,4.71,,79.4,0.6,155.47,0.0,0.0,111.68,721.68,-0.05,146,Vikas Sadan
02/08/22,95.85,227.05,5.85,6.93,12.78,,,1.4,38.26,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/08/22,110.04,195.96,5.0,24.25,7.23,39.24,2.18,0.96,13.42,5.35,45.85,3.86,,4.63,6.72,16.81,79.64,0.72,111.51,,0.0,550.4,,,5344,Teri Gram
02/08/22,144.59,273.04,17.66,25.18,8.92,49.32,5.02,2.05,25.04,,,,,,8.48,18.35,82.14,0.69,,0.0,0.0,44.5,,,5345,Sector-51
03/08/22,107.63,,9.55,35.36,24.94,,22.91,1.28,53.01,2.33,5.15,0.71,,1.15,0.99,,61.97,0.89,216.39,0.0,0.0,180.92,723.13,-0.03,146,Vikas Sadan
03/08/22,76.06,212.61,4.02,12.51,16.53,,,0.76,41.94,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/08/22,81.09,134.43,16.49,41.56,58.61,85.66,1.26,0.98,12.13,7.72,63.65,4.13,,4.65,6.56,20.73,66.36,0.6,171.44,,0.0,245.56,,,5344,Teri Gram
03/08/22,137.46,299.96,10.7,25.82,6.89,35.7,2.57,1.4,20.18,,,,,,3.6,22.33,66.41,0.73,,0.0,0.0,66.79,,,5345,Sector-51
04/08/22,134.43,,5.54,16.12,22.35,,3.66,2.0,8.55,3.57,6.58,3.25,,3.67,3.04,,19.9,0.66,214.32,0.0,0.0,210.83,724.96,-0.08,146,Vikas Sadan
